"OBSRVTN_NB","DATETIME_DTM","PNT_NM","QUALIFIER_TXT","PNT_ATRISKNOTES_TX","PNT_ATRISKFOLWUPNTS_TX"
271141,"8/27/2022 12:59","PPE - Generation","Protect Head, Wear Properly Fitting Clothing","Dress for weather and boiler / no loose clothesDress for weather and boiler / no loose clothesDress for weather and boiler / no loose clothesDress for weather and boiler / no loose clothesDress for weather and boiler / no loose clothesDress for weather and boiler / no loose clothesDress for weather and boiler / no loose clothesDress for weather and boiler / no loose clothes",NA
77058,"2/4/2021 13:46","Housekeeping in order (Forestry)","Job site hazards, Other - Housekeeping","Job site housekeeping needed to improve by clearing limbs off shoulder of state highway. General reinforced expectations and crew understood importance.",NA
496036,"9/20/2024 18:20","Work Safety Health Plan (WSHP)","Updated as needed (Wire Stringing plans/Tower Demolition plans/Helicopter Work plans, etc)","The WSHP needed to be updated with the new sub contractors information. along with new employee information onsite.","Talked with the TCR to get it corrected along with site manager."
185131,"10/31/2021 8:09","Continuous Improvement","Other or I have an idea to improve this work (list in comments)","workers change the plan / activities for the day without talking to oversiteworkers change the plan / activities for the day without talking to oversite",NA
405525,"10/22/2023 11:45","Equipment Operations","Safety devices in use (seat belts, back-up alarm, cameras, horn, mirrors, lights, etc.)","Employee operating a forklift on uneven ground moving a pole butt without using his seatbelt. [NAME] notified. Employee ask to put on his seat belt.",NA
13872,"12/19/2019 8:30","Complete job briefing given (Forestry)","Rebrief","As foreman rebriefed upon my arrival, the job - brief had every task with all crews on one form. Even though all of the crews were working together in the same area, there was just to much information and an additional job - brief needed to be completed. Both foreman were also training new hires which they also tried to cover on the brief.",NA
301156,"12/1/2022 11:30","Cover up activities","Adequate amount of cover up used, Cover up used when required","[NAME] did not have 2 layers around conductor as it was laying on a different potential. I did coach crew lead and condition was corrected.",NA
14319,"1/3/2020 10:00","Appropriate work area traffic control (Forestry)","Cones compliant","[NAME] was sitting in the truck waiting for another crew to finish their job and follow them to the next job site. They had already picked up their cones and wheel chocks.",NA
476300,"7/2/2024 13:28","Complete job briefing given (Forestry)","All members of team present","Two employees had not signed their name on the job briefing. One employee had just arrived back to the work area and had not been briefed in.",NA
246403,"6/7/2022 10:00","Walking and Working areas","Clear of ruts, mud, snow, ice, etc. (Slips, trips and falls), Other - Walking and Working areas","Observed [NAME] [NAME] Area In Front Of The Station Gate With Mud And Ruts Creating A Slip Or Tripping [NAME]","Advised Site Supervisor Concerning The Muddy And Rut Area In Front Of The Station Gate, It Was Recommended To The [NAME] To Use Some Of The Excess Spoils To Fill - in The [NAME] Area, Supervisor Agreed To [NAME] Drag And Fill In The Area"
93681,"4/8/2021 13:45","Barricades around truck when required","Respect barricade","[NAME] had prematurely placed barricade and was framing cross arm on the barricaded truck. Discussed with crew the importance of only putting barricade up when needed as to always practice respecting the barricade.",NA
421953,"9/6/2023 8:16","Equipment Operations near Energized Lines","Other - Equipment Operations near Energized Lines","Requested of Supervisor they raise the boom on the BT being utilized as a guard structure due to potential sagging on the road side, and two perpendicular distribution services.","Acknowledged and agreed to raise height of boom an additional 5 - 10th."
336970,"3/27/2023 20:15","Traffic Control","Flagger/Flagging Stations in compliance, Traffic warning signage in Compliance","The task was loading a piece of equipment onto a truck hauler. This was being performed on a 2 - lane county road. There were no traffic signs being used nor were any stop / slow paddles when observed. This, however, was a low traffic road.","I suggested to the foreman even though it is a low - traffic road that proper traffic flagging procedures must still be used."
36319,"4/20/2020 11:26","Circle of safety practices","Other - Circle of safety","employee had loaded her passenger side back seat with materials for the day, but left her door open. She then walked to driver's side of vehicle for something and decided to get in her drivers seat to drive over to my jeep to talk about the days work. There was no one around her when she pulled forward. I was able to stop her before she moved only a few feet. I pointed to her door and she placed the vehicle in park and exited her seat to close the door. I discussed with her about doing her circle for safety. I believe she was nervous because of my core visit. We had a good conversation and went on with her work.",NA
484677,"8/8/2024 12:29","Housekeeping in order","Job site hazards, Tripping Hazards - Closed doors","Discussed with crew the importance of keeping the base of the pole clear and free of material to keep them out of drop zone with the overhead work about to start.","All material was safely moved from the base of the pole."
491616,"9/4/2024 15:13","Effective Communication","3-Way Communication","3 - way communication not utilized when going hands - on primary. This was discussed and addressed by crew. AEP Qualified Observer Policy",NA
328630,"3/7/2023 10:09","Backing safety","Back up observer","Individual backing in station without ground guide in place. AEP Supplemental Terms & Conditions AEP S & H [NAME] ( G - 8 ) 1. 49",NA
470096,"6/13/2024 10:00","PPE - Generation","Wearing eye protection","Addressed truck driver who was not wearing safety glasses. Reminded driver safety glasses are required at all times while on plant property.",NA
493961,"9/10/2024 11:00","PPE - Workforce","Other - PPE Workforce","Employees breaking concrete with hydraulic hammer not wearing hearing protection. They were reminded of the hazard associated whit noise above the safe decibels. The task was stopped and the employees obtained hearing protection before continuing.",NA
481017,"7/25/2024 8:50","PPE","Chaps adequate","Stopped worker on the ground from using chainsaw because he did not have any chaps on site. The senior lineman got with the tool room and put in a request for some to keep on his trucks.",NA
479041,"7/17/2024 10:00","Fuel Containers and Fuel Storage","Other - Fuel Containers and Fuel Storage","Fire Extinguisher On [NAME] Truck Did Not Have An Annual Inspection And Also Was Without The Required Monthly Inspection","Advised Site Supervisor Concerning The [NAME] Truck Fire Extinguisher Being Without The Required Annual And Monthly Inspections, Supervisor To Have [NAME] Lead Replace"
306137,"12/6/2022 8:48","PPE (Forestry)","Work gloves adequate","Employee was sharpening saw without cut resistant gloves on. Corrected on site with foreman and employee.",NA
